01MAS202412152025121350
52174664PN 1241500041500000061800      0619002287D87D75000 75000 11500   500   VU    VU    0   
52174698EP 1341500041500000      063200      2087D   75000       1 500         VU    VU    0   
52174698ES 14415000      00063700            2087D   75000       1 500         VU          0   
5024001659  9R4S4150000087045000R415000MA1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000174003TR174698ES2187FEC06                   415001   
75    26Z4F3  1174003TR 14174698ES1517919                     
52174003TR  1      41500000            04500002   87D      75000  1      500      FRC2B    0   
52174003AT  241500041500000      045400      2087D   75000       1 500         2B 2B V2    0   
52174003PK  341500041500000      045900      2087D   75000       1 500         V2    V2    0   
5217411000  441500041500000      050300      2087D   75000       1 500         V2    V2    0   
52174102BF  541500041500000      050700      2087D   75000       1 500         V2    VU    0   
52174102EP  641500041500000      051100      2087D   75000       1 500         VU    VU    0   
5217460700  741500041500000      051800      2087D   75000       1 500         VU    VU    0   
5217462300  841500041500000      053200      2087D   75000       1 500         VU    VU    0   
52174649BV  941500041500000      054400      2087D   75000       1 500         VU    VU    0   
5217465600 1041500041500000      055100      2087D   75000       1 500         VU    VU    0   
52174664BV 1141500041500000060100      0602002287D87D75000 75000 11500   500   VU    VU    0   
52174664PN 1241500041500000060200      0603002287D87D75000 75000 11500   500   VU    VU    0   
52174698EP 1341500041500000      061300      2087D   75000       1 500         VU    VU    0   
52174698ES 14415000      00061700            2087D   75000       1 500         VU          0   
5024001659 10AGT4150000087041600R415000MA1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000174003TR174698ES2187FEC06                   415001   
75    26Z4F3  1174003TR 15174698ES1517919                     
52174003TR  1      41500000            04160002   87D      75000  1      500         FRE   0   
52174003AR  241500041500000      041700      2087D   75000       1 500         FREFREV2    0   
52174003AT  341500041500000      042000      2087D   75000       1 500         V2    V2    0   
52174003PK  441500041500000      042400      2087D   75000       1 500         V2    V2    0   
5217411000  541500041500000      042900      2087D   75000       1 500         V2    V2    0   
52174102BF  641500041500000      043300      2087D   75000       1 500         V2    VU    0   
52174102EP  741500041500000      043800      2087D   75000       1 500         VU    VU    0   
5217460700  841500041500000      044700      2087D   75000       1 500         VU    VU    0   
5217462300  941500041500000      050500      2087D   75000       1 500         VU    VU    0   
52174649BV 1041500041500000      052100      2087D   75000       1 500         VU    VU    0   
5217465600 1141500041500000      052900      2087D   75000       1 500         VU    VU    0   
52174664BV 1241500041500000054200      0543002287D87D75000 75000 11500   500   VU    VU    0   
52174664PN 1341500041500000054300      0544002287D87D75000 75000 11500   500   VU    VU    0   
52174698EP 1441500041500000      055600      2087D   75000       1 500         VU    VU    0   
52174698ES 15415000      00060200            2087D   75000       1 500         VU          0   
5024001659 11R4S4150000087041600R415000MA1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000174003TR174698ES2187FEC06                   415001   
75    26Z4F3  1174003TR 15174698ES1517919                     
52174003TR  1      41500000            04160002   87D      75000  1      500         FRE   0   
52174003AR  241500041500000      041700      2087D   75000       1 500         FREFREV2    0   
52174003AT  341500041500000      042000      2087D   75000       1 500         V2    V2    0   
52174003PK  441500041500000      042400      2087D   75000       1 500         V2    V2    0   
5217411000  541500041500000      042900      2087D   75000       1 500         V2    V2    0   
52174102BF  641500041500000      043300      2087D   75000       1 500         V2    VU    0   
52174102EP  741500041500000      043800      2087D   75000       1 500         VU    VU    0   
5217460700  841500041500000      044700      2087D   75000       1 500         VU    VU    0   
5217462300  941500041500000      050500      2087D   75000       1 500         VU    VU    0   
52174649BV 1041500041500000      052100      2087D   75000       1 500         VU    VU    0   
5217465600 1141500041500000      052900      2087D   75000       1 500         VU    VU    0   
52174664BV 1241500041500000054200      0543002287D87D75000 75000 11500   500   VU    VU    0   
52174664PN 1341500041500000054300      0544002287D87D75000 75000 11500   500   VU    VU    0   
52174698EP 1441500041500000      055600      2087D   75000       1 500         VU    VU    0   
52174698ES 15415000      00060200            2087D   75000       1 500         VU          0   
5024001659 12AGT4150000087043000R415000MA1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000001000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000174003TR174698ES2187FEC06                   415001   
75    26ZN8N  1174003TR 14174698ES1517919                     
52174003TR  1      41500000            04300002   87D      75000  1      500      FRC2B    0   
52174003AT  241500041500000      043400      2087D   75000       1 500         2B 2B V2    0   
52174003PK  341500041500000      043900      2087D   75000       1 500         V2    V2    0   
5217411000  441500041500000      044300      2087D   75000       1 500         V2    V2    0   
52174102BF  541500041500000      044700      2087D   75000       1 500         V2    VU    0   
52174102EP  641500041500000      045200      2087D   75000       1 500         VU    VU    0   
5217460700  741500041500000      050100      2087D   75000       1 500         VU    VU    0   
5217462300  841500041500000      052000      2087D   75000       1 500         VU    VU    0   
52174649BV  941500041500000      053600      2087D   75000       1 500         VU    VU    0   
5217465600 1041500041500000      054400      2087D   75000       1 500         VU    VU    0   
52174664BV 1141500041500000055700      0558002287D87D75000 75000 11500   500   VU    VU    0   
52174664PN 1241500041500000055800      0559002287D87D75000 75000 11500   500   VU    VU    0   
52174698EP 1341500041500000      061200      2087D   75000       1 500         VU    VU    0   
52174698ES 14415000      00061700            2087D   75000       1 500         VU          0   
5024001660  5AGT4150010087030000R415001MA1000001100001011000100100011000001100000110000011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000174698ES174003TR2187FEC06          415000            
75    26V6UN  1174698ES 14174003TR1517918                     
52174698ES  1      41500100            03000002   87D      75000  1      1000        VU    0   
52174698EP  241500141500100      030400      2087D   75000       1 1000        VU    VU    0   
52174664PN  341500141500100031400      0315002287D87D75000 75000 111000  1000  VU    VU    0   
52174664BV  441500141500100031600      0317002287D87D75000 75000 111000  1000  VU    VU    0   
5217465600  541500141500100      032700      2087D   75000       1 1000        VU    VU    0   
52174649BV  641500141500100      033400      2087D   75000       1 1000        VU    VU    0   
5217462300  741500141500100      034600      2087D   75000       1 1000        VU    VU    0   
5217460700  841500141500100      040000      2087D   75000       1 1000        VU    VU    0   
52174102EP  941500141500100      040700      2087D   75000       1 1000        VU    VU    0   
52174102BF 1041500141500100      041100      2087D   75000       1 1000        VU VU V1    0   
5217411000 1141500141500100      041600      2087D   75000       1 1000        V1    V1    0   
52174003AT 1241500141500100      042500      2087D   75000       1 1000        V1    V1    0   
52174003AR 1341500141500100      042700      2087D   75000       1 1000        V1    FRE   0   
52174003TR 14415001      00043000            2087D   75000       1 1000        FRE         0   
5024001660  6R4S4150010087030000R415001MA1000000000000000000000000000000000000000000000000000001110000110000011010001101000110100011010001101000110100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000110100011010001101000110100011010001101000000100011010001101000110100011010000000000000000000000000000000000000174698ES174003TR2187FEC06          415000            
75    26V6UN  1174698ES 14174003TR1517918                     
52174698ES  1      41500100            03000002   87D      75000  1      1000        VU    0   
52174698EP  241500141500100      030400      2087D   75000       1 1000        VU    VU    0   
52174664PN  341500141500100031400      0315002287D87D75000 75000 111000  1000  VU    VU    0   
52174664BV  441500141500100031600      0317002287D87D75000 75000 111000  1000  VU    VU    0   
5217465600  541500141500100      032700      2087D   75000       1 1000        VU    VU    0   
52174649BV  641500141500100      033400      2087D   75000       1 1000        VU    VU    0   
5217462300  741500141500100      034600      2087D   75000       1 1000        VU    VU    0   
5217460700  841500141500100      040000      2087D   75000       1 1000        VU    VU    0   
52174102EP  941500141500100      040700      2087D   75000       1 1000        VU    VU    0   
52174102BF 1041500141500100      041100      2087D   75000       1 1000        VU VU V1    0   
5217411000 1141500141500100      041600      2087D   75000       1 1000        V1    V1    0   
52174003AT 1241500141500100      042500      2087D   75000       1 1000        V1    V1    0   
52174003AR 1341500141500100      042700      2087D   75000       1 1000        V1    FRE   0   
52174003TR 14415001      00043000            2087D   75000       1 1000        FRE         0   
5024001660  7R4S4150010087030000R415001MA1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011010001101000110100001010001100000110000000000000000000110000011010000101000110100011010001101000110100001010001101000110100011010001100000110100011010001101000110100011010001101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000174698ES174003TR2187FEC06          415000            
75    26V6UN  1174698ES 14174003TR1517918                     
52174698ES  1      41500100            03000002   87D      75000  1      1000        VU    0   
52174698EP  241500141500100      030600      2087D   75000       1 1000        VU    VU    0   
52174664PN  341500141500100031800      0319002287D87D75000 75000 111000  1000  VU    VU    0   
52174664BV  441500141500100032000      0321002287D87D75000 75000 111000  1000  VU    VU    0   
5217465600  541500141500100      033400      2087D   75000       1 1000        VU    VU    0   
52174649BV  641500141500100      034300      2087D   75000       1 1000        VU    VU    0   
5217462300  741500141500100      035800      2087D   75000       1 1000        VU    VU    0   
5217460700  841500141500100      041700      2087D   75000       1 1000        VU    VU    0   
52174102EP  941500141500100      042600      2087D   75000       1 1000        VU    VU    0   
52174102BF 1041500141500100      043100      2087D   75000       1 1000        VU VU V1    0   
5217411000 1141500141500100      043600      2087D   75000       1 1000        V1    V1    0   
52174003AT 1241500141500100      044500      2087D   75000       1 1000        V1    V1    0   
52174003AR 1341500141500100      044700      2087D   75000       1 1000        V1    FRE   0   
52174003TR 14415001      00045000            2087D   75000       1 1000        FRE         0   
5024001660  8R4S4150010087030000R415001MA1000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000174698ES174003TR2187FEC06          415000            
75    26V6UN  1174698ES 14174003TR1517918                     
52174698ES  1      41500100            03000002   87D      75000  1      1000        VU    0   
52174698EP  241500141500100      030400      2087D   75000       1 1000        VU    VU    0   
52174664PN  341500141500100031400      0315002287D87D75000 75000 111000  1000  VU    VU    0   
52174664BV  441500141500100031600      0317002287D87D75000 75000 111000  1000  VU    VU    0   
5217465600  541500141500100      032700      2087D   75000       1 1000        VU    VU    0   
52174649BV  641500141500100      033400      2087D   75000       1 1000        VU    VU    0   
5217462300  741500141500100      034500      2087D   75000       1 1000        VU    VU    0   
5217460700  841500141500100      035900      2087D   75000       1 1000        VU    VU    0   
52174102EP  941500141500100      040600      2087D   75000       1 1000        VU    VU    0   
52174102BF 1041500141500100      041000      2087D   75000       1 1000        VU VU V1    0   
5217411000 1141500141500100      041600      2087D   75000       1 1000        V1    V1    0   
52174003AT 1241500141500100      042500      2087D   75000       1 1000        V1    V1    0   
52174003AR 1341500141500100      042700      2087D   75000       1 1000        V1    FRE   0   
52174003TR 14415001      00043000            2087D   75000       1 1000        FRE         0   
5024001660  9R4S4150010087030000R415001MA1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011010001101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000174698ES174003TR2187FEC06          415000            
75    26VWGP  1174698ES 14174003TR1517918                     
52174698ES  1      41500100            03000002   87D      75000  1      1000        VU    0   
52174698EP  241500141500100      030600      2087D   75000       1 1000        VU    VU    0   
52174664PN  341500141500100031800      0319002287D87D75000 75000 111000  1000  VU    VU    0   
52174664BV  441500141500100032000      0321002287D87D75000 75000 111000  1000  VU    VU    0   
5217465600  541500141500100      033400      2087D   75000       1 1000        VU    VU    0   
52174649BV  641500141500100      034300      2087D   75000       1 1000        VU    VU    0   
5217462300  741500141500100      035800      2087D   75000       1 1000        VU    VU    0   
5217460700  841500141500100      041700      2087D   75000       1 1000        VU    VU    0   
52174102EP  941500141500100      042600      2087D   75000       1 1000        VU    VU    0   
52174102BF 1041500141500100      043100      2087D   75000       1 1000        VU VU V1    0   
5217411000 1141500141500100      043600      2087D   75000       1 1000        V1    V1    0   
52174003AT 1241500141500100      044500      2087D   75000       1 1000        V1    V1    0   
52174003AR 1341500141500100      044700      2087D   75000       1 1000        V1    FRE   0   
52174003TR 14415001      00045000            2087D   75000       1 1000        FRE         0   
5024001660 10R4S4150010087075500R415001MA1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000174698ES174003TR2187FEC06          415000            
75    26XCHQ  1174698ES 13174003TR1517918                     
52174698ES  1      41500100            07550002   87D      75000  1      1000        VU    0   
52174698EP  241500141500100      080100      2087D   75000       1 1000        VU    VU    0   
52174664PN  341500141500100081300      0814002287D87D75000 75000 111000  1000  VU    VU    0   
52174664BV  441500141500100081500      0816002287D87D75000 75000 111000  1000  VU    VU    0   
5217465600  541500141500100      082900      2087D   75000       1 1000        VU    VU    0   
52174649BV  641500141500100      083800      2087D   75000       1 1000        VU    VU    0   
5217462300  741500141500100      085300      2087D   75000       1 1000        VU    VU    0   
5217460700  841500141500100      091200      2087D   75000       1 1000        VU    VU    0   
52174102EP  941500141500100      092100      2087D   75000       1 1000        VU    VU    0   
52174102BF 1041500141500100      092600      2087D   75000       1 1000        VU VU V1    0   
5217411000 1141500141500100      093100      2087D   75000       1 1000        V1 V1 1B    0   
52174003AT 1241500141500100      094000      2087D   75000       1 1000        1B 1B FRC   0   
52174003TR 13415001      00094600            2087D   75000       1 1000        FRC         0   
5024001660 11R4S4150010087075500R415001MA1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000174698ES174003TR2187FEC06          415000            
75    26Z4F6  1174698ES 13174003TR1517918                     
52174698ES  1      41500100            07550002   87D      75000  1      1000        VU    0   
52174698EP  241500141500100      075900      2087D   75000       1 1000        VU    VU    0   
52174664PN  341500141500100080900      0810002287D87D75000 75000 111000  1000  VU    VU    0   
52174664BV  441500141500100081100      0812002287D87D75000 75000 111000  1000  VU    VU    0   
5217465600  541500141500100      082200      2087D   75000       1 1000        VU    VU    0   
52174649BV  641500141500100      082900      2087D   75000       1 1000        VU    VU    0   
5217462300  741500141500100      084100      2087D   75000       1 1000        VU    VU    0   
5217460700  841500141500100      085500      2087D   75000       1 1000        VU    VU    0   
52174102EP  941500141500100      090200      2087D   75000       1 1000        VU    VU    0   
52174102BF 1041500141500100      090600      2087D   75000       1 1000        VU VU V1    0   
5217411000 1141500141500100      091100      2087D   75000       1 1000        V1 V1 1B    0   
52174003AT 1241500141500100      092000      2087D   75000       1 1000        1B 1B FRC   0   
52174003TR 13415001      00092600            2087D   75000       1 1000        FRC         0   
5024001660 12R4S4150010087075500R415001MA1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000174698ES174003TR2187FEC06          415000            
75    26Z4F6  1174698ES 13174003TR1517918                     
52174698ES  1      41500100            07550002   87D      75000  1      1000        VU    0   
52174698EP  241500141500100      080100      2087D   75000       1 1000        VU    VU    0   
52174664PN  341500141500100081300      0814002287D87D75000 75000 111000  1000  VU    VU    0   
52174664BV  441500141500100081500      0816002287D87D75000 75000 111000  1000  VU    VU    0   
5217465600  541500141500100      082900      2087D   75000       1 1000        VU    VU    0   
52174649BV  641500141500100      083800      2087D   75000       1 1000        VU    VU    0   
5217462300  741500141500100      085300      2087D   75000       1 1000        VU    VU    0   
5217460700  841500141500100      091200      2087D   75000       1 1000        VU    VU    0   
52174102EP  941500141500100      092100      2087D   75000       1 1000        VU    VU    0   
52174102BF 1041500141500100      092600      2087D   75000       1 1000        VU VU V1    0   
5217411000 1141500141500100      093100      2087D   75000       1 1000        V1 V1 1B    0   
52174003AT 1241500141500100      094000      2087D   75000       1 1000        1B 1B FRC   0   
52174003TR 13415001      00094600            2087D   75000       1 1000        FRC         0   
5024001660 13AGT4150010087070500R415001MA1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000174698ES174003TR2187FEC06                            
75    26Z4F6  1174698ES 14174003TR1517918                     
52174698ES  1      41500100            07050002   87D      75000  1      1000        VU    0   
52174698EP  241500141500100      071100      2087D   75000       1 1000        VU    VU    0   
52174664PN  341500141500100072300      0724002287D87D75000 75000 111000  1000  VU    VU    0   
52174664BV  441500141500100072500      0726002287D87D75000 75000 111000  1000  VU    VU    0   
5217465600  541500141500100      073900      2087D   75000       1 1000        VU    VU    0   
52174649BV  641500141500100      074800      2087D   75000       1 1000        VU    VU    0   
5217462300  741500141500100      080300      2087D   75000       1 1000        VU    VU    0   
5217460700  841500141500100      082200      2087D   75000       1 1000        VU    VU    0   
52174102EP  941500141500100      083100      2087D   75000       1 1000        VU    VU    0   
52174102BF 1041500141500100      083600      2087D   75000       1 1000        VU VU V1    0   
5217411000 1141500141500100      084200      2087D   75000       1 1000        V1    V1    0   
52174003AT 1241500141500100      085000      2087D   75000       1 1000        V1    V1    0   
52174003AR 1341500141500100      085300      2087D   75000       1 1000        V1    FRE   0   
52174003TR 14415001      00085500            2087D   75000       1 1000        FRE         0   
5024001660 14AGT4150010087071500R415001MA1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000174698ES174003TR2187FEC06                            
75    26ZN8M  1174698ES 13174003TR1517918                     
52174698ES  1      41500100            07150002   87D      75000  1      1000        VU    0   
52174698EP  241500141500100      072100      2087D   75000       1 1000        VU    VU    0   
52174664PN  341500141500100073300      0734002287D87D75000 75000 111000  1000  VU    VU    0   
52174664BV  441500141500100073500      0736002287D87D75000 75000 111000  1000  VU    VU    0   
5217465600  541500141500100      074900      2087D   75000       1 1000        VU    VU    0   
52174649BV  641500141500100      075800      2087D   75000       1 1000        VU    VU    0   
5217462300  741500141500100      081300      2087D   75000       1 1000        VU    VU    0   
5217460700  841500141500100      083200      2087D   75000       1 1000        VU    VU    0   
52174102EP  941500141500100      084100      2087D   75000       1 1000        VU    VU    0   
52174102BF 1041500141500100      084600      2087D   75000       1 1000        VU VU V1    0   
5217411000 1141500141500100      085100      2087D   75000       1 1000        V1 V1 1B    0   
52174003AT 1241500141500100      090000      2087D   75000       1 1000        1B 1B FRC   0   
52174003TR 13415001      00090600            2087D   75000       1 1000        FRC         0   
5024001660 15AGT4150010087080000R415001MA1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000174698ES174003TR2187FEC06                            
75    26ZN8L  1174698ES 13174003TR1517918                     
52174698ES  1      41500100            08000002   87D      75000  1      1000        VU    0   
52174698EP  241500141500100      080600      2087D   75000       1 1000        VU    VU    0   
