01MAS202412152025121350
5024001649  5SER4105000087124500R410501MA1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000345314TR286377002187FRR05                   410506   
75    26KW76  1345314TR 38286377001518188                     
75    26KW73  128637700 41345314RC1518189                     
5228637700  1      41051200            12030002   87B      75000  2      1000        VU    0   
52286146SI  241051241051200      123000      2087B   75000       2 1000        VU VBAVO    0   
5228614600  341051241051200123300      1236002287B87B75000 75000 221000  1000  VO VO V2    0   
5228627800  441051241051200      124500      2087B   75000       2 1000        V2    V2    0   
52286286RN  541051241051200      124700      2087B   75000       2 1000        V2    V2    0   
522862864M  641051241051200      124700      2087B   75000       2 1000        V2    V2    0   
52286286RS  741051241051200      124800      2087B   75000       2 1000        V2    V2    0   
52286286SA  841051241051200      124800      2087B   75000       2 1000        V2    V2    0   
52286286BV  941051241051200      124800      2087B   75000       2 1000        V2    V2    0   
5228619500 1041051241051200      124900      2087B   75000       2 1000        V2    V2    0   
52286187BV 1141051241051200      125100      2087B   75000       2 1000        V2    V2    0   
52286187RO 1241051241051200      125200      2087B   75000       2 1000        V2    V2    0   
52286005VR 1341051241051200      125200      2087B   75000       2 1000        V2    V2    0   
52286005LO 1441051241051200      125300      2087B   75000       2 1000        V2 V2 V2W   0   
52286005PZ 1541051241051200      125600      2087B   75000       2 1000        V2W   P1    0   
52286005P1 1641051241051200125800      1312002287B87B75000 75000 221000  1000  P1 P1 VP    0   
52286039P2 1741051241051200      131300      2087B   75000       2 1000        VP    VP    0   
5228603927 1841051241051200      131300      2087B   75000       2 1000        VP    VP    0   
5228603924 1941051241051200      131400      2087B   75000       2 1000        VP VP VQ2   0   
52286039P1 2041051241051200      131400      2087B   75000       2 1000        VQ2   VP1   0   
52286039SM 2141051241051200      131500      2087B   75000       2 1000        VP1   V2    0   
52286534BV 2241051241051200      131600      2087B   75000       2 1000        V2    V2    0   
5228652600 2341051241051200      132000      2087B   75000       2 1000        V2    V2    0   
52286518BV 2441051241051200      132300      2087B   75000       2 1000        V2    V2    0   
5228650000 2541051241051200      132600      2087B   75000       2 1000        V2    V2    0   
52345256BV 2641051241051200      132900      2087B   75000       2 1000        V2    V2    0   
52241760AN 2741051241051200      133200      2087B   75000       2 1000        V2    V2    0   
52241760BH 2841051241051200      133200      2087B   75000       2 1000        V2    V2    0   
52241760BE 2941051241051200      133300      2087B   75000       2 1000        V2    V2    0   
5234524900 3041051241051200      133300      2087B   75000       2 1000        V2    V2    0   
5234522300 3141051241051200      133500      2087B   75000       2 1000        V2    V2    0   
5234520700 3241051241051200      133800      2087B   75000       2 1000        V2    V2    0   
5234500918 3341051241051200      133900      2087B   75000       2 1000        V2    V2    0   
52345009BV 3441051241051200      134000      2087B   75000       2 1000        V2    V10   0   
52345009AM 3541051241051200      134100      2087B   75000       2 1000        V10V2XV2    0   
52345009SI 3641051241051300      134200      2087B   75000       2 1000        V2 V2 V1    0   
5234530600 3741051341051300      134800      2087B   75000       2 1000        V1    V1    0   
52345314AT 3841051341051300      135000      2087B   75000       2 1000        V1    V1    0   
52345314P1 3941051341051300      135100      2087B   75000       2 1000        V1    VX    0   
52345314PB 4041051341051300      135200      2087B   75000       2 1000        VX FTIFRC   0   
52345314RC 41410513      00135500            2087B   75000       2 1000        FRC         0   
5024001654  3SER4105200087134500R410521MA1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000010000001000000000000000000001000000000010000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000345314TR286377002187FRR05                   410522   
75    26KW6X  1345314TR 39286377001518184                     
52345314TR  1      41052000            13450002   87B      60000  1      1300        TRI   0   
523453141P  241052041052000      134600      2087B   60000       1 1300        TRITRIV2    0   
52345314AT  341052041052000      134800      2087B   60000       1 1300        V2    V2    0   
5234530600  441052041052000      135300      2087B   60000       1 1300        V2    V2    0   
52345009SI  541052041052100      140000      2087B   60000       1 1300        V2 V1 V1X   0   
52345009AM  641052141052100      140200      2087B   60000       1 1300        V1X   V1X   0   
52345009BV  741052141052100      140400      2087B   60000       1 1300        V1X   V1    0   
5234500918  841052141052100      140600      2087B   60000       1 1300        V1    V1    0   
5234520700  941052141052100      140900      2087B   60000       1 1300        V1    V1    0   
5234522300 1041052141052100      141300      2087B   60000       1 1300        V1    V1    0   
5234524900 1141052141052100      141600      2087B   60000       1 1300        V1    V1    0   
52241760BE 1241052141052100      141600      2087B   60000       1 1300        V1    V1    0   
52241760BH 1341052141052100      141700      2087B   60000       1 1300        V1    V1    0   
52241760AN 1441052141052100      141800      2087B   60000       1 1300        V1    V1    0   
52345256BV 1541052141052100      142100      2087B   60000       1 1300        V1    V1    0   
5228650000 1641052141052100      142600      2087B   60000       1 1300        V1    V1    0   
52286518BV 1741052141052100      143000      2087B   60000       1 1300        V1    V1    0   
5228652600 1841052141052100      143400      2087B   60000       1 1300        V1    V1    0   
52286534BV 1941052141052100      143900      2087B   60000       1 1300        V1    V1    0   
52286039SM 2041052141052100      144000      2087B   60000       1 1300        V1 V1 RV    0   
52286039P1 2141052141052100      144000      2087B   60000       1 1300        RV    RV    0   
5228603940 2241052141052100      144100      2087B   60000       1 1300        RV    GGE   0   
52286039CM 2341052141052100144300      1454002287B87B60000 60000 111300  1300  GGE   GGE   0   
52286039ES 2441052141052100      145500      2087B   60000       1 1300        GGEGGEM1    0   
52286005PZ 2541052141052100      145800      2087B   60000       1 1300        M1    M1    0   
52286005M1 2641052141052100      150000      2087B   60000       1 1300        M1    M1    0   
52286005LO 2741052141052100      150100      2087B   60000       1 1300        M1    V1    0   
52286005VR 2841052141052100      150200      2087B   60000       1 1300        V1    V1    0   
52286187BV 2941052141052100      150500      2087B   60000       1 1300        V1    V1    0   
5228619500 3041052141052100      150700      2087B   60000       1 1300        V1    V1    0   
52286286BV 3141052141052100      150800      2087B   60000       1 1300        V1    V1    0   
52286286SA 3241052141052100      150800      2087B   60000       1 1300        V1    V1    0   
52286286RS 3341052141052100      150900      2087B   60000       1 1300        V1    V1    0   
522862864M 3441052141052100      150900      2087B   60000       1 1300        V1    V1    0   
52286286RN 3541052141052100      150900      2087B   60000       1 1300        V1    V1    0   
5228627800 3641052141052100      151400      2087B   60000       1 1300        V1    V1    0   
5228614600 3741052141052100      152300      2087B   60000       1 1300        V1 VO VBA   0   
52286146SI 3841052141052100      152400      2087B   60000       1 1300        VBA   VBA   0   
5228637700 39410521      00155200            2087B   60000       1 1300        VBAVU       0   
5024001654  4SER4105200087134700R410521MA1000001000000000000000000101100010100001010000101000010110001010000101000010100001010000101000010110001011000101100000110001011000001100010100001010000101100010110001010000001100000110001011000101100010110001011000001100010110001011000101100010110001011000101100010110001011000101100000110001011000101100010110001011000101100010110001011000001100010110001011000101100000000000000000000000000000000000000345314TR286377002187FRR05                   410522   
75    26KW6X  1345314TR 38286377001518184                     
52345314TR  1      41052000            13470002   87B      60000  1      1300        TRI   0   
523453141P  241052041052000      134800      2087B   60000       1 1300        TRITRIV2    0   
52345314AT  341052041052000      135000      2087B   60000       1 1300        V2    V2    0   
5234530600  441052041052000      135500      2087B   60000       1 1300        V2    V2    0   
52345009SI  541052041052100      140200      2087B   60000       1 1300        V2 V1 V1X   0   
52345009AM  641052141052100      140300      2087B   60000       1 1300        V1X   V1X   0   
52345009BV  741052141052100140700      1417002287B87B60000 60000 111300  1300  V1XV2RV1    0   
72V8    0000000000000000000000100000010000001000000100000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                                                                                                                                                                                                                                                                                                                                                                                                1500000054520250214192401
72VA    0001000000000000000000001100000100000010000001000000110001010000101000010100001010000101000010110001011000101100000110001011000001100010100001010000101100010110001010000001100000110001011000101100010110001011000001100010110001011000101100010110001011000101100010110001011000101100000110001011000101100010110001011000101100010110001011000001100010110001011000101100000000000000000000000000000000000000                                                                                                                                                                                                                                                                                                                                                                                                                1500000054520250214192401
74AFRET                           20 100010000000000000000001011000101000010100001010000101100010100001010000101000010100001010000101100010110001011000001100010110000011000101000010100001011000101100010100000011000001100010110001011000101100010110000011000101100010110001011000101100010110001011000101100010110001011000001100010110001011000101100010110001011000101100010110000011000101100010110001011000000000000000000000000000000000000001500000054520250314192847
5234500918  841052141052100      141900      2087B   60000       1 1300        V1    V1    0   
5234520700  941052141052100      142200      2087B   60000       1 1300        V1    V1    0   
5234522300 1041052141052100      142700      2087B   60000       1 1300        V1    V1    0   
5234524900 1141052141052100      143000      2087B   60000       1 1300        V1    V1    0   
52241760BE 1241052141052100      143000      2087B   60000       1 1300        V1    V1    0   
52241760BH 1341052141052100      143200      2087B   60000       1 1300        V1    V1    0   
52241760AN 1441052141052100      143200      2087B   60000       1 1300        V1    V1    0   
52345256BV 1541052141052100      143600      2087B   60000       1 1300        V1    V1    0   
5228650000 1641052141052100      144100      2087B   60000       1 1300        V1    V1    0   
52286518BV 1741052141052100      144500      2087B   60000       1 1300        V1    V1    0   
72V1    0000000000000000000000000000000000000000000000000000000000000000101000010100001010000101000010110001011000101100000110001011000001100010100001010000101100010110001010000001100000110001011000101100010110001011000001100010110001011000101100010110001011000101100010110001011000101100000110001011000101100010110001011000101100010110001011000001100010110001011000101100000000000000000000000000000000000000                                                                                                                                                                                                                                                                                                                                                                                                                1500000054520250218192038
74AFRET                           20 100000000000000000000000000000000000000000000000000000000000000001010000101000010100001010000101100010110001011000001100010110000011000101000010100001011000101100010100000011000001100010110001011000101100010110000011000101100010110001011000101100010110001011000101100010110001011000001100010110001011000101100010110001011000101100010110000011000101100010110001011000000000000000000000000000000000000001500000054520250314192847
5228652600 1841052141052100      145000      2087B   60000       1 1300        V1    V1    0   
52286534BV 1941052141052100      145400      2087B   60000       1 1300        V1    V1    0   
52286039SM 2041052141052100      145500      2087B   60000       1 1300        V1 V1 VM    0   
52286039P1 2141052141052100      145600      2087B   60000       1 1300        VM VM AH    0   
5228603924 2241052141052100      145600      2087B   60000       1 1300        AH    VM    0   
52286039P2 2341052141052100      145700      2087B   60000       1 1300        VM VM M1    0   
52286005PZ 2441052141052100      145800      2087B   60000       1 1300        M1    M1    0   
52286005M1 2541052141052100      150000      2087B   60000       1 1300        M1    M1    0   
52286005LO 2641052141052100      150000      2087B   60000       1 1300        M1    V1    0   
52286005VR 2741052141052100      150200      2087B   60000       1 1300        V1    V1    0   
52286187BV 2841052141052100      150400      2087B   60000       1 1300        V1    V1    0   
5228619500 2941052141052100      150700      2087B   60000       1 1300        V1    V1    0   
52286286BV 3041052141052100      150700      2087B   60000       1 1300        V1    V1    0   
52286286SA 3141052141052100      150800      2087B   60000       1 1300        V1    V1    0   
52286286RS 3241052141052100      150800      2087B   60000       1 1300        V1    V1    0   
522862864M 3341052141052100      150900      2087B   60000       1 1300        V1    V1    0   
52286286RN 3441052141052100      150900      2087B   60000       1 1300        V1    V1    0   
5228627800 3541052141052100      151400      2087B   60000       1 1300        V1    V1    0   
5228614600 3641052141052100      152400      2087B   60000       1 1300        V1 VO VBA   0   
52286146SI 3741052141052100      152500      2087B   60000       1 1300        VBA   VBA   0   
5228637700 38410521      00155200            2087B   60000       1 1300        VBAVU       0   
5024001654  5SER4105200087134700R410521MA1000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000345314TR286377002187FRR05                   410522   
75    26KW6X  1345314TR 38286377001518184                     
52345314TR  1      41052000            13470002   87B      60000  1      1300        TRI   0   
523453141P  241052041052000      134800      2087B   60000       1 1300        TRITRIV2    0   
52345314AT  341052041052000      135000      2087B   60000       1 1300        V2    V2    0   
5234530600  441052041052000      135500      2087B   60000       1 1300        V2    V2    0   
52345009SI  541052041052100      140200      2087B   60000       1 1300        V2 V1 V1X   0   
52345009AM  641052141052100      140300      2087B   60000       1 1300        V1X   V1X   0   
52345009BV  741052141052100140700      1415002287B87B60000 60000 111300  1300  V1XV2RV1    0   
72V8    0100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000                                                                                                                                                                                                                                                                                                                                                                                                                1500000054520241213193558
74AFRET                           20 101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000001500000054520241213193558
5234500918  841052141052100      141600      2087B   60000       1 1300        V1    V1    0   
5234520700  941052141052100      142000      2087B   60000       1 1300        V1    V1    0   
5234522300 1041052141052100      142400      2087B   60000       1 1300        V1    V1    0   
5234524900 1141052141052100      142700      2087B   60000       1 1300        V1    V1    0   
52241760BE 1241052141052100      142700      2087B   60000       1 1300        V1    V1    0   
52241760BH 1341052141052100      142800      2087B   60000       1 1300        V1    V1    0   
52241760AN 1441052141052100      142900      2087B   60000       1 1300        V1    V1    0   
52345256BV 1541052141052100      143200      2087B   60000       1 1300        V1    V1    0   
5228650000 1641052141052100      143700      2087B   60000       1 1300        V1    V1    0   
52286518BV 1741052141052100      144100      2087B   60000       1 1300        V1    V1    0   
5228652600 1841052141052100      144500      2087B   60000       1 1300        V1    V1    0   
52286534BV 1941052141052100      144900      2087B   60000       1 1300        V1    V1    0   
52286039SM 2041052141052100      145000      2087B   60000       1 1300        V1 V1 VM    0   
52286039P1 2141052141052100      145100      2087B   60000       1 1300        VM VM AH    0   
5228603924 2241052141052100      145100      2087B   60000       1 1300        AH    VM    0   
52286039P2 2341052141052100      145100      2087B   60000       1 1300        VM VM M1    0   
52286005PZ 2441052141052100      145300      2087B   60000       1 1300        M1    M1    0   
52286005M1 2541052141052100      145400      2087B   60000       1 1300        M1    M1    0   
52286005LO 2641052141052100      145500      2087B   60000       1 1300        M1    V1    0   
52286005VR 2741052141052100      145600      2087B   60000       1 1300        V1    V1    0   
52286187BV 2841052141052100      145800      2087B   60000       1 1300        V1    V1    0   
5228619500 2941052141052100      150000      2087B   60000       1 1300        V1    V1    0   
52286286BV 3041052141052100      150100      2087B   60000       1 1300        V1    V1    0   
52286286SA 3141052141052100      150100      2087B   60000       1 1300        V1    V1    0   
52286286RS 3241052141052100      150200      2087B   60000       1 1300        V1    V1    0   
522862864M 3341052141052100      150300      2087B   60000       1 1300        V1    V1    0   
52286286RN 3441052141052100      150300      2087B   60000       1 1300        V1    V1    0   
5228627800 3541052141052100      150600      2087B   60000       1 1300        V1    V1    0   
5228614600 3641052141052100      151500      2087B   60000       1 1300        V1 VO VBA   0   
52286146SI 3741052141052100      151600      2087B   60000       1 1300        VBA   VBA   0   
5228637700 38410521      00154300            2087B   60000       1 1300        VBAVU       0   
5024001655  4SER4105220087194600R410523MA100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000028637700345314RC2187FRR05          410502            
75    26KXBW  128637700 41345314RC1518186                     
5228637700  1      41052200            19460002   87B      75000  1      1300        VU    0   
52286146SI  241052241052200      201300      2087B   75000       1 1300        VU VBAVO    0   
5228614600  341052241052200201600      2044002287B87B75000 75000 111300  1300  VO VO V2    0   
5228627800  441052241052200      205300      2087B   75000       1 1300        V2    V2    0   
52286286RN  541052241052200      205600      2087B   75000       1 1300        V2    V2    0   
522862864M  641052241052200      205600      2087B   75000       1 1300        V2    V2    0   
52286286RS  741052241052200      205700      2087B   75000       1 1300        V2    V2    0   
52286286SA  841052241052200      205700      2087B   75000       1 1300        V2    V2    0   
52286286BV  941052241052200      205700      2087B   75000       1 1300        V2    V2    0   
5228619500 1041052241052200      205800      2087B   75000       1 1300        V2    V2    0   
52286187BV 1141052241052200      210000      2087B   75000       1 1300        V2    V2    0   
52286187RO 1241052241052200      210100      2087B   75000       1 1300        V2    V2    0   
52286005VR 1341052241052200      210100      2087B   75000       1 1300        V2    V2    0   
52286005LO 1441052241052200      210300      2087B   75000       1 1300        V2 V2 V2W   0   
52286005PZ 1541052241052200      210500      2087B   75000       1 1300        V2W   P1    0   
52286005P1 1641052241052200210700      2112002287B87B75000 75000 111300  1300  P1 P1 VP    0   
52286039P2 1741052241052200      211300      2087B   75000       1 1300        VP    VP    0   
5228603927 1841052241052200      211400      2087B   75000       1 1300        VP    VP    0   
5228603924 1941052241052200      211400      2087B   75000       1 1300        VP VP VQ2   0   
52286039P1 2041052241052200      211500      2087B   75000       1 1300        VQ2   VP1   0   
52286039SM 2141052241052200      211500      2087B   75000       1 1300        VP1   V2    0   
52286534BV 2241052241052200      211700      2087B   75000       1 1300        V2    V2    0   
5228652600 2341052241052200      212000      2087B   75000       1 1300        V2    V2    0   
52286518BV 2441052241052200      212400      2087B   75000       1 1300        V2    V2    0   
5228650000 2541052241052200      212700      2087B   75000       1 1300        V2    V2    0   
52345256BV 2641052241052200      213000      2087B   75000       1 1300        V2    V2    0   
52241760AN 2741052241052200      213300      2087B   75000       1 1300        V2    V2    0   
52241760BH 2841052241052200      213300      2087B   75000       1 1300        V2    V2    0   
52241760BE 2941052241052200      213400      2087B   75000       1 1300        V2    V2    0   
5234524900 3041052241052200      213400      2087B   75000       1 1300        V2    V2    0   
5234522300 3141052241052200      213700      2087B   75000       1 1300        V2    V2    0   
5234520700 3241052241052200      214000      2087B   75000       1 1300        V2    V2    0   
5234500918 3341052241052200      214200      2087B   75000       1 1300        V2    V2    0   
52345009BV 3441052241052200      214300      2087B   75000       1 1300        V2    V10   0   
52345009AM 3541052241052200      214400      2087B   75000       1 1300        V10V2XV2    0   
52345009SI 3641052241052300      214500      2087B   75000       1 1300        V2 V2 V1    0   
5234530600 3741052341052300      215000      2087B   75000       1 1300        V1    V1    0   
52345314AT 3841052341052300      215300      2087B   75000       1 1300        V1    V1    0   
52345314P1 3941052341052300      215300      2087B   75000       1 1300        V1    VX    0   
52345314PB 4041052341052300      215500      2087B   75000       1 1300        VX FTIFRC   0   
52345314RC 41410523      00215700            2087B   75000       1 1300        FRC         0   
5024001655  5SER4105220087194600R410523MA100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000001000000100000000000000000000100000000000000000000000000000000000000000000010000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000100000000010000000000000000000000000000000000000000000000000000000000000000000028637700345314RC2187FRR05          410502            
75    26KXBW  128637700 41345314RC1518186                     
5228637700  1      41052200            19460002   87B      75000  1      1300        VU    0   
52286146SI  241052241052200      201400      2087B   75000       1 1300        VU VBAVO    0   
5228614600  341052241052200201700      2044002287B87B75000 75000 111300  1300  VO VO V2    0   
5228627800  441052241052200      205300      2087B   75000       1 1300        V2    V2    0   
52286286RN  541052241052200      205600      2087B   75000       1 1300        V2    V2    0   
522862864M  641052241052200      205600      2087B   75000       1 1300        V2    V2    0   
52286286RS  741052241052200      205700      2087B   75000       1 1300        V2    V2    0   
52286286SA  841052241052200      205700      2087B   75000       1 1300        V2    V2    0   
52286286BV  941052241052200      205700      2087B   75000       1 1300        V2    V2    0   
5228619500 1041052241052200      205800      2087B   75000       1 1300        V2    V2    0   
52286187BV 1141052241052200      210000      2087B   75000       1 1300        V2    V2    0   
52286187RO 1241052241052200      210100      2087B   75000       1 1300        V2    V2    0   
52286005VR 1341052241052200      210100      2087B   75000       1 1300        V2    V2    0   
52286005LO 1441052241052200      210300      2087B   75000       1 1300        V2 V2 V2W   0   
52286005PZ 1541052241052200      210500      2087B   75000       1 1300        V2W   P1    0   
52286005P1 1641052241052200210700      2112002287B87B75000 75000 111300  1300  P1 P1 VP    0   
52286039P2 1741052241052200      211300      2087B   75000       1 1300        VP    VP    0   
5228603927 1841052241052200      211400      2087B   75000       1 1300        VP    VP    0   
5228603924 1941052241052200      211400      2087B   75000       1 1300        VP VP VQ2   0   
52286039P1 2041052241052200      211400      2087B   75000       1 1300        VQ2   VP1   0   
52286039SM 2141052241052200      211500      2087B   75000       1 1300        VP1   V2    0   
52286534BV 2241052241052200      211600      2087B   75000       1 1300        V2    V2    0   
5228652600 2341052241052200      212000      2087B   75000       1 1300        V2    V2    0   
52286518BV 2441052241052200      212300      2087B   75000       1 1300        V2    V2    0   
5228650000 2541052241052200      212600      2087B   75000       1 1300        V2    V2    0   
52345256BV 2641052241052200      212900      2087B   75000       1 1300        V2    V2    0   
52241760AN 2741052241052200      213100      2087B   75000       1 1300        V2    V2    0   
52241760BH 2841052241052200      213100      2087B   75000       1 1300        V2    V2    0   
52241760BE 2941052241052200      213200      2087B   75000       1 1300        V2    V2    0   
5234524900 3041052241052200      213200      2087B   75000       1 1300        V2    V2    0   
5234522300 3141052241052200      213400      2087B   75000       1 1300        V2    V2    0   
5234520700 3241052241052200      213700      2087B   75000       1 1300        V2    V2    0   
5234500918 3341052241052200      213900      2087B   75000       1 1300        V2    V2    0   
52345009BV 3441052241052200      214200      2087B   75000       1 1300        V2 VB V10   0   
52345009AM 3541052241052200      214400      2087B   75000       1 1300        V10V2XV2    0   
52345009SI 3641052241052300      214600      2087B   75000       1 1300        V2 V2 V1    0   
5234530600 3741052341052300      215200      2087B   75000       1 1300        V1    V1    0   
52345314AT 3841052341052300      215500      2087B   75000       1 1300        V1    V1    0   
52345314P1 3941052341052300      215600      2087B   75000       1 1300        V1    VX    0   
52345314PB 4041052341052300      215700      2087B   75000       1 1300        VX FTIFRC   0   
52345314RC 41410523      00220000            2087B   75000       1 1300        FRC         0   
5024001655  7SER4105220087194600R410523MA100011111100000000000000011111001111110111111011111101111100111110011111001111110111010011111101111110111111011111101111110111111001111101110110111011011111100000010000010000000100000010000001000000100000010000001000000101111110111111011111101111010111111011111101111110111111011111101111110111111011111101111110111111011111001111110101111011111101111110111111011111100000000000000000000000000000000000028637700345314RC2187FRR05          410502            
75    26KXBW  128637700 41345314RC1518186                     
5228637700  1      41052200            19460002   87B      75000  1      1300        VU    0   
52286146SI  241052241052200      201400      2087B   75000       1 1300        VU VBAVO    0   
5228614600  341052241052200201700      2044002287B87B75000 75000 111300  1300  VO VO V2    0   
5228627800  441052241052200      205300      2087B   75000       1 1300        V2    V2    0   
52286286RN  541052241052200      205600      2087B   75000       1 1300        V2    V2    0   
522862864M  641052241052200      205600      2087B   75000       1 1300        V2    V2    0   
52286286RS  741052241052200      205700      2087B   75000       1 1300        V2    V2    0   
52286286SA  841052241052200      205700      2087B   75000       1 1300        V2    V2    0   
52286286BV  941052241052200      205700      2087B   75000       1 1300        V2    V2    0   
5228619500 1041052241052200      205800      2087B   75000       1 1300        V2    V2    0   
52286187BV 1141052241052200      210000      2087B   75000       1 1300        V2    V2    0   
52286187RO 1241052241052200      210100      2087B   75000       1 1300        V2    V2    0   
52286005VR 1341052241052200      210100      2087B   75000       1 1300        V2    V2    0   
52286005LO 1441052241052200      210300      2087B   75000       1 1300        V2 V2 V2W   0   
52286005PZ 1541052241052200      210500      2087B   75000       1 1300        V2W   P1    0   
52286005P1 1641052241052200210700      2112002287B87B75000 75000 111300  1300  P1 P1 VP    0   
52286039P2 1741052241052200      211300      2087B   75000       1 1300        VP    VP    0   
5228603927 1841052241052200      211400      2087B   75000       1 1300        VP    VP    0   
5228603924 1941052241052200      211400      2087B   75000       1 1300        VP VP VQ2   0   
52286039P1 2041052241052200      211400      2087B   75000       1 1300        VQ2   VP1   0   
52286039SM 2141052241052200      211500      2087B   75000       1 1300        VP1   V2    0   
52286534BV 2241052241052200      211600      2087B   75000       1 1300        V2    V2    0   
5228652600 2341052241052200      212000      2087B   75000       1 1300        V2    V2    0   
52286518BV 2441052241052200      212300      2087B   75000       1 1300        V2    V2    0   
72V2    0000000000000000000000000000000000000000000000000000000000000100111110011111101110100111111011111101111110111111011111101111110011111011101101110110111111000000100000100000001000000100000010000001000000100000010000001011111101111110111111011110101111110111111011111101111110111111011111101111110111111011111101111110111110011111101011110111111011111101111110111111000000000000000000000000000000000000                                                                                                                                                                                                                                                                                                                                                                                                                1500000054520250228193207
74AFRET                           20 100000000000000000000000000000000000000000000000000000000000001001111100111111011101001111110111111011111101111110111111011111100111110111011011101101111110000001000001000000010000001000000100000010000001000000100000010111111011111101111110111101011111101111110111111011111101111110111111011111101111110111111011111101111100111111010111101111110111111011111101111110000000000000000000000000000000000001500000054520250317191930
5228650000 2541052241052200      212500      2087B   75000       1 1300        V2    V2    0   
52345256BV 2641052241052200      212800      2087B   75000       1 1300        V2    V2    0   
52241760AN 2741052241052200      213100      2087B   75000       1 1300        V2    V2    0   
52241760BH 2841052241052200      213100      2087B   75000       1 1300        V2    V2    0   
52241760BE 2941052241052200      213200      2087B   75000       1 1300        V2    V2    0   
5234524900 3041052241052200      213200      2087B   75000       1 1300        V2    V2    0   
5234522300 3141052241052200      213400      2087B   75000       1 1300        V2    V2    0   
5234520700 3241052241052200      213700      2087B   75000       1 1300        V2    V2    0   
5234500918 3341052241052200      213900      2087B   75000       1 1300        V2    V2    0   
52345009BV 3441052241052200      214200      2087B   75000       1 1300        V2 VB V10   0   
72VB    0111111000000000000000111110011111101111110111111011111001111100111110011111101110100111111011111101111110111111011111101111110011111011101101110110111111000000100000100000001000000100000010000001000000100000010000001011111101111110111111011110101111110111111011111101111110111111011111101111110111111011111101111110111110011111101011110111111011111101111110111111000000000000000000000000000000000000                                                                                                                                                                                                                                                                                                                                                                                                                1500000054520250123203035
74AFRET                           20 101111110000000000000001111100111111011111101111110111110011111001111100111111011101001111110111111011111101111110111111011111100111110111011011101101111110000001000001000000010000001000000100000010000001000000100000010111111011111101111110111101011111101111110111111011111101111110111111011111101111110111111011111101111100111111010111101111110111111011111101111110000000000000000000000000000000000001500000054520250317191930
52345009AM 3541052241052200      214300      2087B   75000       1 1300        V10V2XV2    0   
52345009SI 3641052241052300      214500      2087B   75000       1 1300        V2 V2 V1    0   
5234530600 3741052341052300      215100      2087B   75000       1 1300        V1    V1    0   
52345314AT 3841052341052300      215400      2087B   75000       1 1300        V1    V1    0   
52345314P1 3941052341052300      215400      2087B   75000       1 1300        V1    VX    0   
52345314PB 4041052341052300      215600      2087B   75000       1 1300        VX FTIFRC   0   
52345314RC 41410523      00215900            2087B   75000       1 1300        FRC         0   
5024001655  8SER4105220087194600R410523MA100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101100110000011011001101100110110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000028637700345314RC2187FRR05          410502            
75    26KXBW  128637700 52345314RC1518186                     
5228637700  1      41052200            19460002   87B      75000  1      1300        VU    0   
52286146SI  241052241052200      201400      2087B   75000       1 1300        VU VBAVO    0   
5228614600  341052241052200201700      2044002287B87B75000 75000 111300  1300  VO VO V2    0   
5228627800  441052241052200      205400      2087B   75000       1 1300        V2    V2    0   
52286286RN  541052241052200      205800      2087B   75000       1 1300        V2 V2 V2R   0   
522862864M  641052241052200      205800      2087B   75000       1 1300        V2RV2RV2    0   
