01MAS202412152025121350
5024001649  5SER4105000087124500R410501MA1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000345314TR286377002187FRR05                   410506   
75    26KW76  1345314TR 38286377001518188                     
5228614600 3641050141050100      143300      2087B   75000       1 1980        V1 VO VBA   0   
52286146SI 3741050141050100      143400      2087B   75000       1 1980        VBA   VBA   0   
5228637700 38410501      00150100            2087B   75000       1 1980        VBAVU       0   
5024001649  7SER4105000087124500R410501MA1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000001000000100000010000001000000100000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000345314TR286377002187FRR05                   410506   
75    26KW76  1345314TR 38286377001518188                     
52345314TR  1      41050000            12450002   87B      75000  1      1980        TRI   0   
523453141P  241050041050000      124600      2087B   75000       1 1980        TRITRIV2    0   
52345314AT  341050041050000      124800      2087B   75000       1 1980        V2    V2    0   
5234530600  441050041050000      125300      2087B   75000       1 1980        V2    V2    0   
52345009SI  541050041050100      125800      2087B   75000       1 1980        V2 V1 V1X   0   
52345009AM  641050141050100      125900      2087B   75000       1 1980        V1X   V1X   0   
52345009BV  741050141050100      130100      2087B   75000       1 1980        V1XV8 V1    0   
5234500918  841050141050100      130200      2087B   75000       1 1980        V1    V1    0   
5234520700  941050141050100      130500      2087B   75000       1 1980        V1    V1    0   
5234522300 1041050141050100      130900      2087B   75000       1 1980        V1    V1    0   
5234524900 1141050141050100      131100      2087B   75000       1 1980        V1    V1    0   
52241760BE 1241050141050100      131100      2087B   75000       1 1980        V1    V1    0   
52241760BH 1341050141050100      131200      2087B   75000       1 1980        V1    V1    0   
52241760AN 1441050141050100      131200      2087B   75000       1 1980        V1    V1    0   
52345256BV 1541050141050100      131500      2087B   75000       1 1980        V1    V1    0   
5228650000 1641050141050100      131900      2087B   75000       1 1980        V1    V1    0   
52286518BV 1741050141050100132400      1411002287B87B75000 75000 111980  1980  V1 V3 V1    0   
5228652600 1841050141050100      141800      2087B   75000       1 1980        V1    V1    0   
52286534BV 1941050141050100      142200      2087B   75000       1 1980        V1    V1    0   
52286039SM 2041050141050100      142300      2087B   75000       1 1980        V1 V1 RV    0   
52286039P1 2141050141050100      142300      2087B   75000       1 1980        RV RV AH    0   
5228603924 2241050141050100      142400      2087B   75000       1 1980        AH    VM    0   
52286039P2 2341050141050100      142500      2087B   75000       1 1980        VM VM M1    0   
52286005PZ 2441050141050100      142700      2087B   75000       1 1980        M1    M1    0   
52286005M1 2541050141050100      142800      2087B   75000       1 1980        M1    M1    0   
52286005LO 2641050141050100      142900      2087B   75000       1 1980        M1    V1    0   
52286005VR 2741050141050100      143000      2087B   75000       1 1980        V1    V1    0   
52286187BV 2841050141050100      143200      2087B   75000       1 1980        V1    V1    0   
5228619500 2941050141050100      143400      2087B   75000       1 1980        V1    V1    0   
52286286BV 3041050141050100      143500      2087B   75000       1 1980        V1    V1    0   
52286286SA 3141050141050100      143500      2087B   75000       1 1980        V1    V1    0   
52286286RS 3241050141050100      143500      2087B   75000       1 1980        V1    V1    0   
522862864M 3341050141050100      143600      2087B   75000       1 1980        V1    V1    0   
52286286RN 3441050141050100      143600      2087B   75000       1 1980        V1    V1    0   
5228627800 3541050141050100      143800      2087B   75000       1 1980        V1    V1    0   
5228614600 3641050141050100      144600      2087B   75000       1 1980        V1 VO VBA   0   
52286146SI 3741050141050100      144700      2087B   75000       1 1980        VBA   VBA   0   
5228637700 38410501      00151500            2087B   75000       1 1980        VBAVU       0   
5024001649  8SER4105000087124000R410501MA1000000001000000000000000000001000000100000010000001000000100000010000000000000100000000000001000000100000010000001000000100000010000001000000100000010000001000000100000010000001000000100000000000000000000000000000000000000000000000000000000000000000000000000001000000100000010000001000000100000010000001000000100000010000000000000100000010000001000000100000010000001000000000000000000000000000000000000345314TR286377002187FRR05                   410506   
75    26KW76  1345314TR 38286377001518188                     
52345314TR  1      41050000            12400002   87B      75000  1      1980        TRI   0   
523453141P  241050041050000      124100      2087B   75000       1 1980        TRITRIV2    0   
52345314AT  341050041050000      124300      2087B   75000       1 1980        V2    V2    0   
5234530600  441050041050000      124700      2087B   75000       1 1980        V2    V2    0   
52345009SI  541050041050100      125300      2087B   75000       1 1980        V2 V1 V1X   0   
52345009AM  641050141050100      125400      2087B   75000       1 1980        V1X   V1X   0   
52345009BV  741050141050100      125500      2087B   75000       1 1980        V1XV8 V1    0   
72V8    0000001000000000000000000001000000100000010000001000000100000010000000000000100000000000001000000100000010000001000000100000010000001000000100000010000001000000100000010000001000000100000000000000000000000000000000000000000000000000000000000000000000000000001000000100000010000001000000100000010000001000000100000010000000000000100000010000001000000100000010000001000000000000000000000000000000000000                                                                                                                                                                                                                                                                                                                                                                                                                1500000054520241219192323
74AFRET                           20 100000010000000000000000000010000001000000100000010000001000000100000000000001000000000000010000001000000100000010000001000000100000010000001000000100000010000001000000100000010000001000000000000000000000000000000000000000000000000000000000000000000000000000010000001000000100000010000001000000100000010000001000000100000000000001000000100000010000001000000100000010000000000000000000000000000000000001500000054520250314192847
5234500918  841050141050100      125700      2087B   75000       1 1980        V1    V1    0   
5234520700  941050141050100      130000      2087B   75000       1 1980        V1    V1    0   
5234522300 1041050141050100      130300      2087B   75000       1 1980        V1    V1    0   
5234524900 1141050141050100      130500      2087B   75000       1 1980        V1    V1    0   
52241760BE 1241050141050100      130600      2087B   75000       1 1980        V1    V1    0   
52241760BH 1341050141050100      130700      2087B   75000       1 1980        V1    V1    0   
52241760AN 1441050141050100      130700      2087B   75000       1 1980        V1    V1    0   
52345256BV 1541050141050100      130900      2087B   75000       1 1980        V1    V1    0   
5228650000 1641050141050100      131300      2087B   75000       1 1980        V1    V1    0   
52286518BV 1741050141050100131800      1411002287B87B75000 75000 111980  1980  V1 V3 V1    0   
72V3    0000000000000000000000000000000000000000000000000000000000000010000000000000100000000000001000000100000010000001000000100000010000001000000100000010000001000000100000010000001000000100000000000000000000000000000000000000000000000000000000000000000000000000001000000100000010000001000000100000010000001000000100000010000000000000100000010000001000000100000010000001000000000000000000000000000000000000                                                                                                                                                                                                                                                                                                                                                                                                                1500000054520250214192401
74AFRET                           20 100000000000000000000000000000000000000000000000000000000000000100000000000001000000000000010000001000000100000010000001000000100000010000001000000100000010000001000000100000010000001000000000000000000000000000000000000000000000000000000000000000000000000000010000001000000100000010000001000000100000010000001000000100000000000001000000100000010000001000000100000010000000000000000000000000000000000001500000054520250314192847
5228652600 1841050141050100      141800      2087B   75000       1 1980        V1    V1    0   
52286534BV 1941050141050100      142200      2087B   75000       1 1980        V1    V1    0   
52286039SM 2041050141050100      142300      2087B   75000       1 1980        V1 V1 RV    0   
52286039P1 2141050141050100      142300      2087B   75000       1 1980        RV RV AH    0   
5228603924 2241050141050100      142400      2087B   75000       1 1980        AH    VM    0   
52286039P2 2341050141050100      142500      2087B   75000       1 1980        VM VM M1    0   
52286005PZ 2441050141050100      142700      2087B   75000       1 1980        M1    M1    0   
52286005M1 2541050141050100      142800      2087B   75000       1 1980        M1    M1    0   
52286005LO 2641050141050100      142900      2087B   75000       1 1980        M1    V1    0   
52286005VR 2741050141050100      143000      2087B   75000       1 1980        V1    V1    0   
52286187BV 2841050141050100      143200      2087B   75000       1 1980        V1    V1    0   
5228619500 2941050141050100      143400      2087B   75000       1 1980        V1    V1    0   
52286286BV 3041050141050100      143500      2087B   75000       1 1980        V1    V1    0   
52286286SA 3141050141050100      143500      2087B   75000       1 1980        V1    V1    0   
52286286RS 3241050141050100      143500      2087B   75000       1 1980        V1    V1    0   
522862864M 3341050141050100      143600      2087B   75000       1 1980        V1    V1    0   
52286286RN 3441050141050100      143600      2087B   75000       1 1980        V1    V1    0   
5228627800 3541050141050100      143800      2087B   75000       1 1980        V1    V1    0   
5228614600 3641050141050100      144600      2087B   75000       1 1980        V1 VO VBA   0   
52286146SI 3741050141050100      144700      2087B   75000       1 1980        VBA   VBA   0   
5228637700 38410501      00151500            2087B   75000       1 1980        VBAVU       0   
5024001649 15R4S4105000087120000R410501MA1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000001000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000345314TR286377002187FRR05                   410506   
75    26XWGU  1345314TR 50286377001518188                     
52345314TR  1      41050000            12000001   87B      75000  1      1980        TRI   0   
523453141P  241050041050000      120030      1087B   75000       1 1980        TRITRIV2    0   
52345314AT  341050041050000      120300      1087B   75000       1 1980        V2    V2    0   
5234530600  441050041050000      120730      1087B   75000       1 1980        V2    V2    0   
52345009SI  541050041050000      121230      1087B   75000       1 1980        V2    V2R   0   
52345009SE  641050041050000      121400      1087B   75000       1 1980        V2RV2RV2    0   
5234511600  741050041050000      121800      1087B   75000       1 1980        V2    V2    0   
5234510800  841050041050000      122030      1087B   75000       1 1980        V2    V2    0   
5234211300  941050041050000      122300      1087B   75000       1 1980        V2    V2    0   
5234209700 1041050041050000      122600      1087B   75000       1 1980        V2    V2    0   
5234208900 1141050041050000      123000      1087B   75000       1 1980        V2    V2    0   
52342014RE 1241050041050000      123400      1087B   75000       1 1980        V2 RE1RN1   0   
52342014B1 1341050041050000      123530      1087B   75000       1 1980        RN1   RN1   0   
52342014RN 1441050041050100      123600      1087B   75000       1 1980        RN1RN1V1    0   
5234259200 1541050141050100      124330      1087B   75000       1 1980        V1    V1    0   
5234252700 1641050141050100      124530      1087B   75000       1 1980        V1    V1    0   
5234257600 1741050141050100      124700      1087B   75000       1 1980        V1    V1    0   
5234258400 1841050141050100      125000      1087B   75000       1 1980        V1    V1    0   
52345025BA 1941050141050100      125000      1087B   75000       1 1980        V1 V1 VVS   0   
52345025VS 2041050141050100      125130      1087B   75000       1 1980        VVS   VVS   0   
52345025BS 2141050141050100      125200      1087B   75000       1 1980        VVS   V1    0   
52345025BE 2241050141050100      125330      1087B   75000       1 1980        V1    V1    0   
5234521500 2341050141050100      125330      1087B   75000       1 1980        V1    V1    0   
5234523100 2441050141050100      125600      1087B   75000       1 1980        V1    V1    0   
52345264P1 2541050141050100      125800      1087B   75000       1 1980        V1    V1    0   
52345264BV 2641050141050100      125900      1087B   75000       1 1980        V1    V1    0   
5234527200 2741050141050100      130200      1087B   75000       1 1980        V1    V1    0   
5234528000 2841050141050100      130330      1087B   75000       1 1980        V1    V1    0   
52286435BV 2941050141050000      130830      1087B   75000       1 1980        V1 VA2V2    0   
5228642700 3041050041050000      131030      1087B   75000       1 1980        V2    V2    0   
5228641900 3141050041050000      131200      1087B   75000       1 1980        V2    V2    0   
5228640100 3241050041050000      131430      1087B   75000       1 1980        V2    V2    0   
52286096BT 3341050041050000      131530      1087B   75000       1 1980        V2    V1R   0   
52286096BR 3441050041050100      131630      1087B   75000       1 1980        V1R   V1    0   
52286096LE 3541050141050100      131630      1087B   75000       1 1980        V1    V1    0   
5228632800 3641050141050100      131700      1087B   75000       1 1980        V1    V1    0   
52286013P1 3741050141050100      131800      1087B   75000       1 1980        V1    V1    0   
5228631000 3841050141050100      131830      1087B   75000       1 1980        V1    V1    0   
5228713600 3941050141050100      132000      1087B   75000       1 1980        V1    V1    0   
52286013P2 4041050141050100      132030      1087B   75000       1 1980        V1    V1    0   
5228629400 4141050141050100      132130      1087B   75000       1 1980        V1    V1    0   
52286294CV 4241050141050100      132130      1087B   75000       1 1980        V1    V1    0   
5228735900 4341050141050100      132330      1087B   75000       1 1980        V1 V1 V1R   0   
52286286BL 4441050141050100      132330      1087B   75000       1 1980        V1RV1RV1    0   
522862864M 4541050141050100      132430      1087B   75000       1 1980        V1    V1    0   
52286286RN 4641050141050100      132500      1087B   75000       1 1980        V1    V1    0   
5228627800 4741050141050100      132800      1087B   75000       1 1980        V1    V1    0   
5228614600 4841050141050100      133530      1087B   75000       1 1980        V1 VO VBA   0   
52286146SI 4941050141050100      133630      1087B   75000       1 1980        VBA   VBA   0   
5228637700 50410501      00140300            1087B   75000       1 1980        VBAVU       0   
5024001650  5SER4105020087164000R410503MA1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000010000000000000000000000000000000000100000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000345314TR286377002187FRR05                   410522   
75    26KXBJ  1345314TR 51286377001518179                     
52345314TR  1      41050200            16400002   87B      75000  2      3960        TRI   0   
523453141P  241050241050200      164100      2087B   75000       2 3960        TRITRIV2    0   
52345314AT  341050241050200      164300      2087B   75000       2 3960        V2    V2    0   
5234530600  441050241050200      164800      2087B   75000       2 3960        V2    V2    0   
52345009SI  541050241050300      165500      2087B   75000       2 3960        V2 V1 V1X   0   
52345009AM  641050341050300      165600      2087B   75000       2 3960        V1X   V1X   0   
52345009BV  741050341050300      170000      2087B   75000       2 3960        V1XV2RV1    0   
5234500918  841050341050300      170100      2087B   75000       2 3960        V1    V1    0   
5234520700  941050341050300      170500      2087B   75000       2 3960        V1    V1    0   
5234522300 1041050341050300      171000      2087B   75000       2 3960        V1    V1    0   
5234524900 1141050341050300      171300      2087B   75000       2 3960        V1    V1    0   
52241760BE 1241050341050300      171300      2087B   75000       2 3960        V1    V2R   0   
52241760MR 1341050341050200      171400      2087B   75000       2 3960        V2RV2RV2    0   
52241760BO 1441050241050200      171500      2087B   75000       2 3960        V2    V2    0   
52241760BD 1541050241050200      171600      2087B   75000       2 3960        V2    V2    0   
5234516500 1641050241050200      171700      2087B   75000       2 3960        V2    V2    0   
5234515700 1741050241050200      172000      2087B   75000       2 3960        V2    V2    0   
5234514000 1841050241050200      172300      2087B   75000       2 3960        V2    V2    0   
52345140P2 1941050241050200      172300      2087B   75000       2 3960        V2    V2    0   
52345140P1 2041050241050200      172300      2087B   75000       2 3960        V2    V2    0   
5234513200 2141050241050200      172400      2087B   75000       2 3960        V2    V2    0   
52345124BV 2241050241050200      172600      2087B   75000       2 3960        V2    RAC   0   
52345025BE 2341050241050300      172700      2087B   75000       2 3960        RACRACV2    0   
5234521500 2441050341050300      172700      2087B   75000       2 3960        V2    V1    0   
5234523100 2541050341050300      172900      2087B   75000       2 3960        V1    V1    0   
52345264P1 2641050341050300      173100      2087B   75000       2 3960        V1    V1    0   
52345264BV 2741050341050300      173300      2087B   75000       2 3960        V1    V1    0   
5234527200 2841050341050300      173500      2087B   75000       2 3960        V1    V1    0   
5234528000 2941050341050300      173600      2087B   75000       2 3960        V1    V1    0   
52286435BV 3041050341050200      174100      2087B   75000       2 3960        V1 VA2V2    0   
5228642700 3141050241050200      174300      2087B   75000       2 3960        V2    V2    0   
5228641900 3241050241050200      174400      2087B   75000       2 3960        V2    V2    0   
5228640100 3341050241050200      174700      2087B   75000       2 3960        V2    V2    0   
52286096BT 3441050241050200      174800      2087B   75000       2 3960        V2    V1R   0   
52286096BR 3541050241050300      174900      2087B   75000       2 3960        V1R   V1    0   
52286096LE 3641050341050300      174900      2087B   75000       2 3960        V1    V1    0   
5228632800 3741050341050300      174900      2087B   75000       2 3960        V1    V1    0   
52286013P1 3841050341050300      175100      2087B   75000       2 3960        V1    V1    0   
5228631000 3941050341050300      175100      2087B   75000       2 3960        V1    V1    0   
5228713600 4041050341050300      175400      2087B   75000       2 3960        V1    V1    0   
52286013P2 4141050341050300      175500      2087B   75000       2 3960        V1    V1    0   
5228629400 4241050341050300      175600      2087B   75000       2 3960        V1    V1    0   
52286294CV 4341050341050300      175600      2087B   75000       2 3960        V1    V1    0   
5228735900 4441050341050300      175800      2087B   75000       2 3960        V1 V1 V1R   0   
52286286BL 4541050341050300      175800      2087B   75000       2 3960        V1RV1RV1    0   
522862864M 4641050341050300      180000      2087B   75000       2 3960        V1    V1    0   
52286286RN 4741050341050300      180000      2087B   75000       2 3960        V1    V1    0   
5228627800 4841050341050300      180400      2087B   75000       2 3960        V1    V1    0   
5228614600 4941050341050300      181200      2087B   75000       2 3960        V1 VO VBA   0   
52286146SI 5041050341050300      181300      2087B   75000       2 3960        VBA   VBA   0   
5228637700 51410503      00184000            2087B   75000       2 3960        VBAVU       0   
5024001650  7SER4105020087160900R410503MA1000111110000000000000100111110011111001111100111110011111001111100111110011111001111100111110011101001111100111110011111001111100011110011101001110100111110011111001110100000000000000000000000000000000000000000000000000000000000000000000000000000000000000111110011111001111100111110011111001111100111110011111001111100111110011111001011100111110011111001111100111110000000000000000000000000000000000000345314TR286377002187FRR05                   410522   
75    26KXBJ  1345314TR 51286377001518179                     
52345314TR  1      41050200            16090002   87B      75000  2      3960        TRI   0   
523453141P  241050241050200      161000      2087B   75000       2 3960        TRITRIV2    0   
52345314AT  341050241050200      161200      2087B   75000       2 3960        V2    V2    0   
5234530600  441050241050200      161700      2087B   75000       2 3960        V2    V2    0   
52345009SI  541050241050300      162300      2087B   75000       2 3960        V2 V1 V1X   0   
52345009AM  641050341050300      162400      2087B   75000       2 3960        V1X   V1X   0   
52345009BV  741050341050300      162500      2087B   75000       2 3960        V1XV8 V1    0   
72V8    0111110000000000000100111110011111001111100111110011111001111100111110011111001111100111110011101001111100111110011111001111100011110011101001110100111110011111001110100000000000000000000000000000000000000000000000000000000000000000000000000000000000000111110011111001111100111110011111001111100111110011111001111100111110011111001011100111110011111001111100111110000000000000000000000000000000000000                                                                                                                                                                                                                                                                                                                                                                                                                1500000054520250219201443
74AFRET                           20 101111100000000000001001111100111110011111001111100111110011111001111100111110011111001111100111010011111001111100111110011111000111100111010011101001111100111110011101000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111100111110011111001111100111110011111001111100111110011111001111100111110010111001111100111110011111001111100000000000000000000000000000000000001500000054520250317191930
5234500918  841050341050300      162800      2087B   75000       2 3960        V1    V1    0   
5234520700  941050341050300      163200      2087B   75000       2 3960        V1    V1    0   
5234522300 1041050341050300      163700      2087B   75000       2 3960        V1    V1    0   
5234524900 1141050341050300      164000      2087B   75000       2 3960        V1    V1    0   
52241760BE 1241050341050300      164000      2087B   75000       2 3960        V1    V2R   0   
52241760MR 1341050341050200      164100      2087B   75000       2 3960        V2RV2RV2    0   
52241760BO 1441050241050200      164200      2087B   75000       2 3960        V2    V2    0   
52241760BD 1541050241050200      164300      2087B   75000       2 3960        V2    V2    0   
5234516500 1641050241050200      164400      2087B   75000       2 3960        V2    V2    0   
5234515700 1741050241050200      164900      2087B   75000       2 3960        V2    V2    0   
5234514000 1841050241050200      165300      2087B   75000       2 3960        V2    V2    0   
52345140P2 1941050241050200      165400      2087B   75000       2 3960        V2    V2    0   
52345140P1 2041050241050200      165500      2087B   75000       2 3960        V2    V2    0   
5234513200 2141050241050200      165600      2087B   75000       2 3960        V2    V2    0   
52345124BV 2241050241050200      165900      2087B   75000       2 3960        V2    RAC   0   
52345025BE 2341050241050300      170100      2087B   75000       2 3960        RACRACV2    0   
5234521500 2441050341050300      170100      2087B   75000       2 3960        V2    V1    0   
5234523100 2541050341050300      170400      2087B   75000       2 3960        V1    V1    0   
52345264P1 2641050341050300      170700      2087B   75000       2 3960        V1    V1    0   
52345264BV 2741050341050300      170900      2087B   75000       2 3960        V1    V1    0   
5234527200 2841050341050300      171300      2087B   75000       2 3960        V1    V1    0   
5234528000 2941050341050300      171500      2087B   75000       2 3960        V1    V1    0   
52286435BV 3041050341050200      172100      2087B   75000       2 3960        V1 VA2V2    0   
5228642700 3141050241050200      172300      2087B   75000       2 3960        V2    V2    0   
5228641900 3241050241050200      172500      2087B   75000       2 3960        V2    V2    0   
5228640100 3341050241050200      172900      2087B   75000       2 3960        V2    V2    0   
52286096BT 3441050241050200      173000      2087B   75000       2 3960        V2    V1R   0   
52286096BR 3541050241050300      173100      2087B   75000       2 3960        V1R   V1    0   
52286096LE 3641050341050300      173100      2087B   75000       2 3960        V1    V1    0   
5228632800 3741050341050300      173200      2087B   75000       2 3960        V1    V1    0   
52286013P1 3841050341050300      173300      2087B   75000       2 3960        V1    V1    0   
5228631000 3941050341050300      173400      2087B   75000       2 3960        V1    V1    0   
5228713600 4041050341050300173600      1745002287B87B75000 75000 223960  3960  V1    V1    0   
52286013P2 4141050341050300      174700      2087B   75000       2 3960        V1    V1    0   
5228629400 4241050341050300      174800      2087B   75000       2 3960        V1    V1    0   
52286294CV 4341050341050300      174800      2087B   75000       2 3960        V1    V1    0   
5228735900 4441050341050300      175200      2087B   75000       2 3960        V1 V1 V1R   0   
52286286BL 4541050341050300      175200      2087B   75000       2 3960        V1RV1RV1    0   
522862864M 4641050341050300      175300      2087B   75000       2 3960        V1    V1    0   
52286286RN 4741050341050300      175300      2087B   75000       2 3960        V1    V1    0   
5228627800 4841050341050300      175700      2087B   75000       2 3960        V1    V1    0   
5228614600 4941050341050300      180500      2087B   75000       2 3960        V1 VO VBA   0   
52286146SI 5041050341050300      180600      2087B   75000       2 3960        VBA   VBA   0   
5228637700 51410503      00183300            2087B   75000       2 3960        VBAVU       0   
5024001650  8SER4105020087161000R410503MA1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111100011110011111001111100111110011110001111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000345314TR286377002187FRR05                   410522   
75    26KXBJ  1345314TR 51286377001518179                     
52345314TR  1      41050200            16100002   87B      75000  2      3960        TRI   0   
523453141P  241050241050200      161100      2087B   75000       2 3960        TRITRIV2    0   
52345314AT  341050241050200      161300      2087B   75000       2 3960        V2    V2    0   
5234530600  441050241050200      161800      2087B   75000       2 3960        V2    V2    0   
52345009SI  541050241050300      162500      2087B   75000       2 3960        V2 V1 V1X   0   
52345009AM  641050341050300      162600      2087B   75000       2 3960        V1X   V1X   0   
52345009BV  741050341050300      162700      2087B   75000       2 3960        V1XV8 V1    0   
5234500918  841050341050300      162900      2087B   75000       2 3960        V1    V1    0   
5234520700  941050341050300      163300      2087B   75000       2 3960        V1    V1    0   
5234522300 1041050341050300      163700      2087B   75000       2 3960        V1    V1    0   
5234524900 1141050341050300      164000      2087B   75000       2 3960        V1    V1    0   
52241760BE 1241050341050300      164000      2087B   75000       2 3960        V1    V2R   0   
52241760MR 1341050341050200      164100      2087B   75000       2 3960        V2RV2RV2    0   
52241760BO 1441050241050200      164200      2087B   75000       2 3960        V2    V2    0   
52241760BD 1541050241050200      164300      2087B   75000       2 3960        V2    V2    0   
5234516500 1641050241050200      164400      2087B   75000       2 3960        V2    V2    0   
5234515700 1741050241050200      164800      2087B   75000       2 3960        V2    V2    0   
5234514000 1841050241050200      165300      2087B   75000       2 3960        V2    V2    0   
52345140P2 1941050241050200      165300      2087B   75000       2 3960        V2    V2    0   
52345140P1 2041050241050200      165500      2087B   75000       2 3960        V2    V2    0   
5234513200 2141050241050200      165600      2087B   75000       2 3960        V2    V2    0   
52345124BV 2241050241050200      165900      2087B   75000       2 3960        V2    RAC   0   
52345025BE 2341050241050300      170100      2087B   75000       2 3960        RACRACV2    0   
5234521500 2441050341050300      170100      2087B   75000       2 3960        V2    V1    0   
5234523100 2541050341050300      170400      2087B   75000       2 3960        V1    V1    0   
52345264P1 2641050341050300      170700      2087B   75000       2 3960        V1    V1    0   
52345264BV 2741050341050300      170900      2087B   75000       2 3960        V1    V1    0   
5234527200 2841050341050300      171300      2087B   75000       2 3960        V1    V1    0   
5234528000 2941050341050300      171500      2087B   75000       2 3960        V1    V1    0   
52286435BV 3041050341050200      172100      2087B   75000       2 3960        V1 VA2V2    0   
5228642700 3141050241050200      172300      2087B   75000       2 3960        V2    V2    0   
5228641900 3241050241050200      172500      2087B   75000       2 3960        V2    V2    0   
5228640100 3341050241050200      172900      2087B   75000       2 3960        V2    V2    0   
52286096BT 3441050241050200      173000      2087B   75000       2 3960        V2    V1R   0   
52286096BR 3541050241050300      173100      2087B   75000       2 3960        V1R   V1    0   
52286096LE 3641050341050300      173100      2087B   75000       2 3960        V1    V1    0   
5228632800 3741050341050300      173200      2087B   75000       2 3960        V1    V1    0   
52286013P1 3841050341050300      173300      2087B   75000       2 3960        V1    V1    0   
5228631000 3941050341050300      173400      2087B   75000       2 3960        V1    V1    0   
5228713600 4041050341050300173600      1745002287B87B75000 75000 223960  3960  V1    V1    0   
52286013P2 4141050341050300      174700      2087B   75000       2 3960        V1    V1    0   
5228629400 4241050341050300      174800      2087B   75000       2 3960        V1    V1    0   
52286294CV 4341050341050300      174800      2087B   75000       2 3960        V1    V1    0   
